,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
0,What poet wrote a long poem describing Roman religious holidays?,Ovid,Ovid,1.0,1.0000001192092896,1.0,1.0,1.0
1,What is the form of hydrogen and carbon called?,hydrocarbons,The form of hydrogen and carbon is called hydrocarbons.,1.0,0.7120563387870789,1.0,1.0,1.0
2,What adjective did Lawrence Toppman use to describe Craig's portrayal of James Bond?,Bored,"Lawrence Toppman described Craig's portrayal of James Bond as ""confident.""",1.0,0.02539874240756035,1.0,1.0,1.0
3,Members of which organizations are disqualified from sitting in the SP as elected MSPs?,police and the armed forces,"Members of the police and the armed forces, civil servants, and members of foreign legislatures are disqualified from sitting in the Scottish Parliament as elected MSPs.",1.0,0.2431408166885376,1.0,1.0,1.0
4,To what two islands does the ferry service connect?,Bainbridge and Vashon,None,0.0,0.23360860347747803,0.0,0.0,0.0
5,What took the place of Mac's Xserve server?,Mac Mini and Mac Pro,None,1.0,0.07554265856742859,1.0,1.0,1.0
6,What is one example of an application that videoconferencing manufacturers have begun to offer?,still image streaming,One example of an application that videoconferencing manufacturers have begun to offer is mobile collaboration systems that allow multiple people in previously unreachable locations to view and discuss issues with colleagues thousands of miles away.,1.0,0.2976953685283661,1.0,1.0,1.0
7,What are Italian dialects termed in the Italian language?,dialetti,"Italian dialects are termed as ""dialetti"" in the Italian language.",1.0,0.6291146278381348,1.0,1.0,1.0
8,What cycle starts with rubisco?,The Calvin cycle,None,0.0,0.0989963635802269,0.0,0.0,0.0
9,"Along with exhibition and distribution, what business did the Universal Film Manufacturing Company engage in?",movie production,Movie production,1.0,1.0000001192092896,1.0,1.0,1.0
10,Who was Robert's son?,Bohemond,None.,1.0,0.13517145812511444,1.0,1.0,1.0
11,What words are inscribed on the mace of parliament?,"Wisdom, Compassion, Justice and Integrity","Wisdom, Compassion, Justice, Integrity",1.0,0.9880112409591675,1.0,1.0,1.0
12,Whose life was 'Schindler's List' based on?,Oskar Schindler,Oskar Schindler,1.0,1.0,1.0,1.0,1.0
13,In what presidential election year did Schwarzenegger make a name for himself as a prominent Republican?,1988,None,1.0,0.2188326120376587,1.0,1.0,1.0
14,What component of the printed circuit board is appraised with boundary scan testing?,ICs,ICs (integrated circuits),1.0,0.7278522849082947,1.0,1.0,1.0
15,Who had FA cup coverage from 1988-1997?,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",The BBC and Sky Sports had FA Cup coverage from 1988-1997.,1.0,0.9557037353515625,1.0,1.0,1.0
16,What percentage of the population was Caucasian in 1940?,92%,None,0.0,0.32694679498672485,0.0,0.0,0.0
17,In what year was Columbia University chartered?,1754,None,0.0,0.2505530118942261,0.0,0.0,0.0
18,"What is the owner, tenant or manager of a pub known as?",pub landlord,"The owner, tenant or manager of a pub is properly known as the ""pub landlord"".",1.0,0.8141956925392151,1.0,1.0,1.0
19,How many people signed a petition in protest of Everton FC's crest redesign in 2013?,"over 22,000","Over 22,000 people signed a petition in protest of Everton FC's crest redesign in 2013.",1.0,0.22947734594345093,1.0,1.0,1.0
20,What did Griffith's tool help increase?,transparency,"The tool created by Griffith helped increase awareness and detection of conflict of interest edits on Wikipedia, particularly edits made by companies and organizations to promote themselves.",1.0,0.08859571814537048,1.0,1.0,1.0
21,Where do samurais' teachings live on?,everyday life and in modern Japanese martial arts,Both in everyday life and in modern Japanese martial arts.,1.0,0.8509121537208557,1.0,1.0,1.0
22,How many years does the term of a Richmond city council representative last?,four,The term of a Richmond city council representative lasts for four years.,1.0,0.12970146536827087,1.0,1.0,1.0
23,When did an investigation occur under school casualties?,December 2008,The investigation occurred under school casualties since December 2008.,1.0,0.3361658453941345,1.0,1.0,1.0
24,How did Liang Ji die?,forced to commit suicide,Liang Ji was forced to commit suicide.,1.0,0.5624645352363586,1.0,1.0,1.0
25,Who supported the reaction against the government?,Durango,"In the context provided, the Communist Party supported the reaction against the government.",0.0,-0.036201149225234985,0.0,0.0,0.0
26,Jochi's death occurred in what year?,1226,Jochi's death occurred in 1226.,1.0,0.34507304430007935,1.0,1.0,1.0
27,What influences role of minority leader?,personality and contextual factors,"Personality, contextual factors such as size and cohesion of the minority party, control of the White House by the party, general political climate in the House, controversy associated with legislative agenda.",1.0,0.5297130346298218,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.","Yes, the rainforest managed to thrive during the glacial periods.",1.0,0.7954316139221191,1.0,1.0,1.0
29,What genre was 'LA 2017'?,futuristic science fiction,None,0.0,0.08773729205131531,0.0,0.0,0.0
30,Who had issues with JFK's proposal?,NAACP,None.,0.0,0.15645025670528412,0.0,0.0,0.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,"CATOBAR allows for the deployment of heavy jets with full loadouts, especially on ground-attack missions.",1.0,0.675529956817627,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,None,0.0,0.17206092178821564,0.0,0.0,0.0
