,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
0,What poet wrote a long poem describing Roman religious holidays?,Ovid,Ovid,1.0,1.000000238418579,1.0,1.0,1.0
1,What is the form of hydrogen and carbon called?,hydrocarbons,The form of hydrogen and carbon is called hydrocarbons.,1.0,0.7120563387870789,1.0,1.0,1.0
2,What adjective did Lawrence Toppman use to describe Craig's portrayal of James Bond?,Bored,Bored,1.0,1.0,1.0,1.0,1.0
3,Members of which organizations are disqualified from sitting in the SP as elected MSPs?,police and the armed forces,"Police, armed forces, civil servants, and members of foreign legislatures are disqualified from sitting in the Scottish Parliament as elected MSPs.",1.0,0.2296140491962433,1.0,1.0,1.0
4,To what two islands does the ferry service connect?,Bainbridge and Vashon,The ferry service connects the islands of Prince of Wales Island in Southeast Alaska and Skagway in Alaska.,0.0,0.13954631984233856,0.0,0.0,0.0
5,What took the place of Mac's Xserve server?,Mac Mini and Mac Pro,The Mac Mini and Mac Pro took the place of Mac's Xserve server.,1.0,0.5732970237731934,1.0,1.0,1.0
6,What is one example of an application that videoconferencing manufacturers have begun to offer?,still image streaming,"Mobile collaboration systems that allow multiple people in previously unreachable locations, such as workers on an off-shore oil rig, the ability to view and discuss issues with colleagues thousands of miles away.",1.0,0.12107980251312256,1.0,1.0,1.0
7,What are Italian dialects termed in the Italian language?,dialetti,Italian dialects are termed dialetti in the Italian language.,1.0,0.6657722592353821,1.0,1.0,1.0
8,What cycle starts with rubisco?,The Calvin cycle,The Calvin cycle starts with rubisco.,1.0,0.8102506995201111,1.0,1.0,1.0
9,"Along with exhibition and distribution, what business did the Universal Film Manufacturing Company engage in?",movie production,None,1.0,0.2336505651473999,1.0,1.0,1.0
10,Who was Robert's son?,Bohemond,None,1.0,0.17203858494758606,1.0,1.0,1.0
11,What words are inscribed on the mace of parliament?,"Wisdom, Compassion, Justice and Integrity","Wisdom, Compassion, Justice and Integrity",1.0,1.0,1.0,1.0,1.0
12,Whose life was 'Schindler's List' based on?,Oskar Schindler,Oskar Schindler,1.0,1.0,1.0,1.0,1.0
13,In what presidential election year did Schwarzenegger make a name for himself as a prominent Republican?,1988,None.,1.0,0.1755572408437729,1.0,1.0,1.0
14,What component of the printed circuit board is appraised with boundary scan testing?,ICs,Integrated Circuits (ICs),1.0,0.6809856295585632,1.0,1.0,1.0
15,Who had FA cup coverage from 1988-1997?,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",The BBC and Sky Sports had FA cup coverage from 1988-1997.,1.0,0.9557037353515625,1.0,1.0,1.0
16,What percentage of the population was Caucasian in 1940?,92%,None,0.0,0.32694679498672485,0.0,0.0,0.0
17,In what year was Columbia University chartered?,1754,None.,0.0,0.20503956079483032,0.0,0.0,0.0
18,"What is the owner, tenant or manager of a pub known as?",pub landlord,"The owner, tenant, or manager of a pub is known as the ""pub landlord.""",1.0,0.8385979533195496,1.0,1.0,1.0
