,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
0,What poet wrote a long poem describing Roman religious holidays?,Ovid,None,1.0,0.14831192791461945,1.0,1.0,1.0
1,What is the form of hydrogen and carbon called?,hydrocarbons,The form of hydrogen and carbon compounds is called hydrocarbons.,1.0,0.5784868597984314,1.0,1.0,1.0
2,What adjective did Lawrence Toppman use to describe Craig's portrayal of James Bond?,Bored,None,1.0,0.1994456797838211,1.0,1.0,1.0
3,Members of which organizations are disqualified from sitting in the SP as elected MSPs?,police and the armed forces,"Members of the police and the armed forces, civil servants, and members of foreign legislatures are disqualified from sitting in the Scottish Parliament as elected MSPs.",1.0,0.1647312194108963,1.0,1.0,1.0
4,To what two islands does the ferry service connect?,Bainbridge and Vashon,Staten Island and Roosevelt Island.,0.0,0.09432828426361084,0.0,0.0,0.0
5,What took the place of Mac's Xserve server?,Mac Mini and Mac Pro,Apple's Mac Pro took the place of Mac's Xserve server.,1.0,0.40527182817459106,1.0,1.0,1.0
6,What is one example of an application that videoconferencing manufacturers have begun to offer?,still image streaming,Mobile applications that allow for live and still image streaming.,1.0,0.6285989880561829,1.0,1.0,1.0
7,What are Italian dialects termed in the Italian language?,dialetti,dialetti,1.0,1.0,1.0,1.0,1.0
8,What cycle starts with rubisco?,The Calvin cycle,None,0.0,-0.017258336767554283,0.0,0.0,0.0
9,"Along with exhibition and distribution, what business did the Universal Film Manufacturing Company engage in?",movie production,None,1.0,0.09540875256061554,1.0,1.0,1.0
10,Who was Robert's son?,Bohemond,None,0.0,0.08302988857030869,0.0,0.0,0.0
11,What words are inscribed on the mace of parliament?,"Wisdom, Compassion, Justice and Integrity","Wisdom, Compassion, Justice, and Integrity",1.0,0.9961329698562622,1.0,1.0,1.0
12,Whose life was 'Schindler's List' based on?,Oskar Schindler,"'Schindler's List' was based on the life of Oskar Schindler, a German industrialist who saved over a thousand Jewish refugees during the Holocaust.",1.0,0.6814305186271667,1.0,1.0,1.0
13,In what presidential election year did Schwarzenegger make a name for himself as a prominent Republican?,1988,None,1.0,0.2513068914413452,1.0,1.0,1.0
14,What component of the printed circuit board is appraised with boundary scan testing?,ICs,The integrated circuits (ICs) on the board are appraised with boundary scan testing.,1.0,0.5976734161376953,1.0,1.0,1.0
15,Who had FA cup coverage from 1988-1997?,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",The BBC and Sky Sports had FA Cup coverage from 1988-1997.,1.0,0.9690802097320557,1.0,1.0,1.0
16,What percentage of the population was Caucasian in 1940?,92%,None,0.5,0.23014739155769348,0.5833333333333333,1.0,1.0
17,In what year was Columbia University chartered?,1754,None,0.0,0.08072024583816528,0.0,0.0,0.0
18,"What is the owner, tenant or manager of a pub known as?",pub landlord,"The owner, tenant or manager of a pub is known as the ""pub landlord.""",1.0,0.7382824420928955,1.0,1.0,1.0
19,How many people signed a petition in protest of Everton FC's crest redesign in 2013?,"over 22,000","Over 22,000 people signed a petition in protest of Everton FC's crest redesign in 2013.",1.0,0.22687563300132751,1.0,1.0,1.0
20,What did Griffith's tool help increase?,transparency,None.,0.0,-0.0197061188519001,0.0,0.0,0.0
21,Where do samurais' teachings live on?,everyday life and in modern Japanese martial arts,None.,0.0,0.009627016261219978,0.0,0.0,0.0
22,How many years does the term of a Richmond city council representative last?,four,Four years,1.0,0.42632314562797546,1.0,1.0,1.0
23,When did an investigation occur under school casualties?,December 2008,"An investigation under school casualties occurred since December 2008 by non-governmental volunteers, with updates being posted on Ai Weiwei's blog since March 2009.",0.3333333333333333,0.16599974036216736,0.3333333333333333,1.0,1.0
24,How did Liang Ji die?,forced to commit suicide,Liang Ji was forced to commit suicide.,1.0,0.5642021894454956,1.0,1.0,1.0
25,Who supported the reaction against the government?,Durango,Communists and the British Union of Fascists supported the reaction against the government.,0.0,0.14047084748744965,0.0,0.0,0.0
26,Jochi's death occurred in what year?,1226,None,1.0,0.029955660924315453,1.0,1.0,1.0
27,What influences role of minority leader?,personality and contextual factors,"Personality and contextual factors, size and cohesion of the minority party, control of the White House by the minority leader's party, political climate in the House, controversy surrounding legislative agenda.",1.0,0.47361189126968384,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.",Yes,1.0,-0.17235179245471954,1.0,1.0,1.0
29,What genre was 'LA 2017'?,futuristic science fiction,None,0.0,0.03622329980134964,0.0,0.0,0.0
30,Who had issues with JFK's proposal?,NAACP,None.,0.0,0.036455921828746796,0.0,0.0,0.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,"CATOBAR allows for the deployment of heavy jets with full loadouts, especially on ground-attack missions on USN supercarriers.",1.0,0.49248459935188293,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,None,0.0,0.13182464241981506,0.0,0.0,0.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,"Borrelia burgdorferi, the cause of Lyme disease.",1.0,0.372646301984787,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,Traders and trappers.,1.0,0.1146678626537323,1.0,1.0,1.0
35,What did the Guardian name her?,Artist of the Decade,None,0.0,0.1028503030538559,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,motorways and main roads,1.0,0.81688392162323,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,The CM was intended to land in an Earth ocean upon re-entering the Earth's atmosphere.,1.0,0.26477041840553284,0.8333333333333333,1.0,1.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,"The French constitution states that French alone is the official language of the Republic, but regional languages like Alsatian are also recognized by the French government in the official list of languages of France.",1.0,0.7942753434181213,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,None,1.0,0.0633242130279541,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies","The information about colonial and early federal history in the United States being periods of numerous interracial relationships, both outside and inside slavery, has helped geneologists researching slaves.",0.0,0.5316603183746338,0.0,0.0,0.0
41,When did the first free election take place?,1492,None,0.0,0.1341489553451538,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,Ethology is a branch of biology.,0.0,0.5336298942565918,0.0,0.0,0.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,None,1.0,-0.035050734877586365,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,None,1.0,0.0705968514084816,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,The first ship to carry a human through space was called Freedom 7.,1.0,0.0010155308991670609,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,"An alloy is a mixture of metals or a mixture of a metal and another element, defined by metallic bonding character.",1.0,0.6971482634544373,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,Tiberias,0.0,0.09048386663198471,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,None,0.0,0.1135367676615715,0.0,0.0,0.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,None,1.0,0.02111182175576687,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,Ralph Inzunza and Deputy Mayor Michael Zucchet,1.0,1.0,1.0,1.0,1.0
51,What can affect how a person is treated?,Perceived sexual orientation,"Sociocultural characteristics such as gender, ethnicity, and age can affect how a person is treated.",0.0,0.26000118255615234,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,None,1.0,0.10230045020580292,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468",None,0.0,0.32233935594558716,0.0,0.0,0.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,None,0.0,0.09812261909246445,0.0,0.0,0.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,Another goal of the invasion of Saxony was to advance into Bohemia where Frederick II might set up winter quarters at Austria's expense.,1.0,0.6289045214653015,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,None,0.0,0.17265766859054565,0.0,0.0,0.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,None,1.0,0.009671196341514587,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots",None.,0.0,0.08450506627559662,0.0,0.0,0.0
