,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
0,What poet wrote a long poem describing Roman religious holidays?,Ovid,None.,0.0,0.14598031342029572,0.0,0.0,0.0
1,What is the form of hydrogen and carbon called?,hydrocarbons,The form of hydrogen and carbon is called hydrocarbons.,1.0,0.5939383506774902,1.0,1.0,1.0
2,What adjective did Lawrence Toppman use to describe Craig's portrayal of James Bond?,Bored,Seductive,1.0,0.09666214883327484,1.0,1.0,1.0
3,Members of which organizations are disqualified from sitting in the SP as elected MSPs?,police and the armed forces,"Members of the police, the armed forces, civil servants, and members of foreign legislatures are disqualified from sitting in the Scottish Parliament as elected MSPs.",1.0,0.15979450941085815,1.0,1.0,1.0
4,To what two islands does the ferry service connect?,Bainbridge and Vashon,To Staten Island and Lower Manhattan.,0.0,0.19283786416053772,0.0,0.0,0.0
5,What took the place of Mac's Xserve server?,Mac Mini and Mac Pro,None,1.0,-0.041549935936927795,1.0,1.0,1.0
6,What is one example of an application that videoconferencing manufacturers have begun to offer?,still image streaming,Desktop videoconferencing,1.0,0.14606724679470062,1.0,1.0,1.0
7,What are Italian dialects termed in the Italian language?,dialetti,None.,1.0,0.08464155346155167,1.0,1.0,1.0
8,What cycle starts with rubisco?,The Calvin cycle,Calvin cycle,1.0,0.8251120448112488,1.0,1.0,1.0
9,"Along with exhibition and distribution, what business did the Universal Film Manufacturing Company engage in?",movie production,None.,1.0,0.07109308242797852,1.0,1.0,1.0
10,Who was Robert's son?,Bohemond,None,0.0,0.08302988857030869,0.0,0.0,0.0
11,What words are inscribed on the mace of parliament?,"Wisdom, Compassion, Justice and Integrity","Wisdom, Compassion, Justice, Integrity",1.0,0.9933521747589111,1.0,1.0,1.0
12,Whose life was 'Schindler's List' based on?,Oskar Schindler,Oskar Schindler,1.0,0.9999999403953552,1.0,1.0,1.0
13,In what presidential election year did Schwarzenegger make a name for himself as a prominent Republican?,1988,None,1.0,0.2513068914413452,1.0,1.0,1.0
14,What component of the printed circuit board is appraised with boundary scan testing?,ICs,Integrated circuits (ICs) on the board are appraised with boundary scan testing.,1.0,0.6041356921195984,1.0,1.0,1.0
15,Who had FA cup coverage from 1988-1997?,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",None,1.0,0.009324196726083755,1.0,1.0,1.0
16,What percentage of the population was Caucasian in 1940?,92%,None,0.0,0.23014739155769348,0.0,0.0,0.0
17,In what year was Columbia University chartered?,1754,None,0.0,0.08072024583816528,0.0,0.0,0.0
18,"What is the owner, tenant or manager of a pub known as?",pub landlord,"The owner, tenant or manager of a pub is known as the ""pub landlord.""",1.0,0.7382824420928955,1.0,1.0,1.0
19,How many people signed a petition in protest of Everton FC's crest redesign in 2013?,"over 22,000","Over 22,000 people signed a petition in protest of Everton FC's crest redesign in 2013.",1.0,0.22687563300132751,1.0,1.0,1.0
20,What did Griffith's tool help increase?,transparency,None,0.0,-0.02299543283879757,0.0,0.0,0.0
21,Where do samurais' teachings live on?,everyday life and in modern Japanese martial arts,None,0.0,0.022281937301158905,0.0,0.0,0.0
22,How many years does the term of a Richmond city council representative last?,four,None,1.0,0.33029577136039734,1.0,1.0,1.0
23,When did an investigation occur under school casualties?,December 2008,None,0.0,0.14939993619918823,0.0,0.0,0.0
24,How did Liang Ji die?,forced to commit suicide,None,0.0,-0.016064796596765518,0.0,0.0,0.0
25,Who supported the reaction against the government?,Durango,"Walter Ulbricht, the exiled communist leader, supported the reaction against the government.",0.0,0.06492195278406143,0.0,0.0,0.0
