,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
0,What poet wrote a long poem describing Roman religious holidays?,Ovid,Ovid wrote a long poem describing Roman religious holidays called Fasti.,1.0,0.4834544062614441,1.0,1.0,1.0
1,What is the form of hydrogen and carbon called?,hydrocarbons,None,1.0,0.2401956170797348,1.0,1.0,1.0
2,What adjective did Lawrence Toppman use to describe Craig's portrayal of James Bond?,Bored,Bored,1.0,1.0000001192092896,1.0,1.0,1.0
3,Members of which organizations are disqualified from sitting in the SP as elected MSPs?,police and the armed forces,"Members of the police, the armed forces, civil servants, and members of foreign legislatures are disqualified from sitting in the Scottish Parliament as elected MSPs.",1.0,0.33936792612075806,1.0,1.0,1.0
4,To what two islands does the ferry service connect?,Bainbridge and Vashon,None,0.0,0.17879974842071533,0.0,0.0,0.0
5,What took the place of Mac's Xserve server?,Mac Mini and Mac Pro,The Mac Mini and Mac Pro took the place of Mac's Xserve server.,1.0,0.5314602255821228,1.0,1.0,1.0
6,What is one example of an application that videoconferencing manufacturers have begun to offer?,still image streaming,One example of an application that videoconferencing manufacturers have begun to offer is high definition resolution for videoconferencing.,1.0,0.2796391248703003,1.0,1.0,1.0
7,What are Italian dialects termed in the Italian language?,dialetti,"In the Italian language, Italian dialects are termed as ""dialetti italiani.""",1.0,0.5134581327438354,1.0,1.0,1.0
8,What cycle starts with rubisco?,The Calvin cycle,The Calvin cycle starts with rubisco.,1.0,0.7324516773223877,1.0,1.0,1.0
9,"Along with exhibition and distribution, what business did the Universal Film Manufacturing Company engage in?",movie production,The Universal Film Manufacturing Company engaged in movie production as well.,1.0,0.6483527421951294,1.0,1.0,1.0
10,Who was Robert's son?,Bohemond,Bohemond,1.0,1.0,1.0,1.0,1.0
11,What words are inscribed on the mace of parliament?,"Wisdom, Compassion, Justice and Integrity","Wisdom, Compassion, Justice, and Integrity.",1.0,0.968017041683197,1.0,1.0,1.0
12,Whose life was 'Schindler's List' based on?,Oskar Schindler,Oskar Schindler,1.0,1.0,1.0,1.0,1.0
13,In what presidential election year did Schwarzenegger make a name for himself as a prominent Republican?,1988,None,1.0,0.1204342395067215,1.0,1.0,1.0
14,What component of the printed circuit board is appraised with boundary scan testing?,ICs,Integrated Circuits (ICs) are appraised with boundary scan testing on the printed circuit board.,1.0,0.34376904368400574,1.0,1.0,1.0
