,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
0,What poet wrote a long poem describing Roman religious holidays?,Ovid,Lucretius,0.0,-0.020775793120265007,0.0,0.0,0.0
1,What is the form of hydrogen and carbon called?,hydrocarbons,hydrocarbons,1.0,1.0,1.0,1.0,1.0
2,What adjective did Lawrence Toppman use to describe Craig's portrayal of James Bond?,Bored,an overarching storyline,1.0,0.15493924915790558,1.0,1.0,1.0
3,Members of which organizations are disqualified from sitting in the SP as elected MSPs?,police and the armed forces,the police and the armed forces,1.0,0.9664430618286133,1.0,1.0,1.0
4,To what two islands does the ferry service connect?,Bainbridge and Vashon,Staten Island and Lower Manhattan,0.0,0.2541459798812866,0.0,0.0,0.0
5,What took the place of Mac's Xserve server?,Mac Mini and Mac Pro,PowerEdge,0.0,0.1117410957813263,0.0,0.0,0.0
6,What is one example of an application that videoconferencing manufacturers have begun to offer?,still image streaming,"mobile applications as well, such as those that allow for live and still image streaming",1.0,0.48171693086624146,1.0,1.0,1.0
7,What are Italian dialects termed in the Italian language?,dialetti,regional,1.0,-0.003505818545818329,1.0,1.0,1.0
8,What cycle starts with rubisco?,The Calvin cycle,Calvin,1.0,0.5159343481063843,1.0,1.0,1.0
9,"Along with exhibition and distribution, what business did the Universal Film Manufacturing Company engage in?",movie production,production,1.0,0.6956731081008911,1.0,1.0,1.0
10,Who was Robert's son?,Bohemond,Meinhard,0.0,0.18015557527542114,0.0,0.0,0.0
11,What words are inscribed on the mace of parliament?,"Wisdom, Compassion, Justice and Integrity","Wisdom, Compassion, Justice and Integrity",1.0,1.0,1.0,1.0,1.0
12,Whose life was 'Schindler's List' based on?,Oskar Schindler,Oskar Schindler,1.0,0.9999998807907104,1.0,1.0,1.0
13,In what presidential election year did Schwarzenegger make a name for himself as a prominent Republican?,1988,1988,1.0,1.0,1.0,1.0,1.0
14,What component of the printed circuit board is appraised with boundary scan testing?,ICs,ICs,1.0,1.0,1.0,1.0,1.0
15,Who had FA cup coverage from 1988-1997?,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",the BBC and Sky Sports,1.0,0.5222190618515015,1.0,1.0,1.0
16,What percentage of the population was Caucasian in 1940?,92%,4 per cent,0.0,0.7133780717849731,0.0,0.0,0.0
17,In what year was Columbia University chartered?,1754,1929,0.0,0.5463263988494873,0.0,0.0,0.0
18,"What is the owner, tenant or manager of a pub known as?",pub landlord,pub landlord,1.0,0.9999998807907104,1.0,1.0,1.0
19,How many people signed a petition in protest of Everton FC's crest redesign in 2013?,"over 22,000","22,000",1.0,0.843475341796875,1.0,1.0,1.0
20,What did Griffith's tool help increase?,transparency,law enforcement activity in sex trafficking cases,0.0,0.13233405351638794,0.0,0.0,0.0
21,Where do samurais' teachings live on?,everyday life and in modern Japanese martial arts,Sepphoris,0.0,-0.005392310209572315,0.0,0.0,0.0
22,How many years does the term of a Richmond city council representative last?,four,four,0.0,1.0,0.0,0.0,0.0
23,When did an investigation occur under school casualties?,December 2008,October 2014,0.0,0.7521563172340393,0.0,0.0,0.0
24,How did Liang Ji die?,forced to commit suicide,jumping into the Yellow River,1.0,0.11396656930446625,1.0,1.0,1.0
25,Who supported the reaction against the government?,Durango,many British citizens,0.0,0.0375848114490509,0.0,0.0,0.0
26,Jochi's death occurred in what year?,1226,1226,1.0,0.9999999403953552,1.0,1.0,1.0
27,What influences role of minority leader?,personality and contextual factors,whether the President is of the same party or the other party,1.0,0.029459288343787193,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.",the rainforest still managed to thrive,1.0,0.5978351831436157,1.0,1.0,1.0
29,What genre was 'LA 2017'?,futuristic science fiction,horror,0.0,0.37734895944595337,0.0,0.0,0.0
30,Who had issues with JFK's proposal?,NAACP,NAACP,1.0,1.0,1.0,1.0,1.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,deployment of heavy jets with full loadouts,1.0,0.9999998211860657,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,southwestern,0.0,-0.04880380257964134,0.0,0.0,0.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,Spirochaetes,1.0,0.8243637084960938,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,the French,0.0,0.19335724413394928,0.0,0.0,0.0
35,What did the Guardian name her?,Artist of the Decade,"Graecus is presented as the son of Zeus and Pandora II, sister of Hellen the patriarch of Hellenes",0.0,0.19167354702949524,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,motorways and main roads,1.0,0.81688392162323,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,Pacific Ocean,0.0,0.5257720351219177,0.0,0.0,0.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,Napoleonic Concordat of 1801,1.0,0.01475431676954031,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,International Cinema,1.0,1.0,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies",Imperialism,0.0,0.026424992829561234,0.0,0.0,0.0
41,When did the first free election take place?,1492,1975,0.0,0.3582106828689575,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,anthropology,0.0,0.45828914642333984,0.0,0.0,0.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,Black Panther trials,1.0,0.8271692395210266,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,All-Russian Congress of Soviets,1.0,0.4030226767063141,1.0,1.0,1.0
