,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
0,What poet wrote a long poem describing Roman religious holidays?,Ovid,Publius Vergilius Maro,0.0,0.1915534883737564,0.0,0.0,0.0
1,What is the form of hydrogen and carbon called?,hydrocarbons,monatomic,1.0,0.2314276099205017,1.0,1.0,1.0
2,What adjective did Lawrence Toppman use to describe Craig's portrayal of James Bond?,Bored,"Bored, James Bored",1.0,0.6691499948501587,1.0,1.0,1.0
3,Members of which organizations are disqualified from sitting in the SP as elected MSPs?,police and the armed forces,progressive formations,0.0,0.27868950366973877,0.0,0.0,0.0
4,To what two islands does the ferry service connect?,Bainbridge and Vashon,Kingston and Cascade,0.0,0.2946470081806183,0.0,0.0,0.0
5,What took the place of Mac's Xserve server?,Mac Mini and Mac Pro,Mac Mini and Mac Pro,1.0,1.0,1.0,1.0,1.0
6,What is one example of an application that videoconferencing manufacturers have begun to offer?,still image streaming,live and still image streaming,1.0,0.8538230657577515,1.0,1.0,1.0
7,What are Italian dialects termed in the Italian language?,dialetti,unofficial regional languages,1.0,0.16425953805446625,1.0,1.0,1.0
8,What cycle starts with rubisco?,The Calvin cycle,Calvin,1.0,0.6778202056884766,1.0,1.0,1.0
9,"Along with exhibition and distribution, what business did the Universal Film Manufacturing Company engage in?",movie production,Motion Picture Trust,1.0,0.37804362177848816,1.0,1.0,1.0
10,Who was Robert's son?,Bohemond,Feynman,0.0,0.26266586780548096,0.0,0.0,0.0
11,What words are inscribed on the mace of parliament?,"Wisdom, Compassion, Justice and Integrity",La Reyne le veult,0.0,0.0505109578371048,0.0,0.0,0.0
12,Whose life was 'Schindler's List' based on?,Oskar Schindler,Oskar Schindler,1.0,1.0,1.0,1.0,1.0
13,In what presidential election year did Schwarzenegger make a name for himself as a prominent Republican?,1988,1988,1.0,1.0000001192092896,1.0,1.0,1.0
14,What component of the printed circuit board is appraised with boundary scan testing?,ICs,embedded components,1.0,0.2017785757780075,1.0,1.0,1.0
15,Who had FA cup coverage from 1988-1997?,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",the BBC and Sky Sports,1.0,0.6875511407852173,1.0,1.0,1.0
16,What percentage of the population was Caucasian in 1940?,92%,26.65%,0.0,0.6506688594818115,0.0,0.0,0.0
17,In what year was Columbia University chartered?,1754,1948,0.0,0.3496686816215515,0.0,0.0,0.0
18,"What is the owner, tenant or manager of a pub known as?",pub landlord,pub landlord,1.0,1.0,1.0,1.0,1.0
19,How many people signed a petition in protest of Everton FC's crest redesign in 2013?,"over 22,000","22,000",1.0,0.8700043559074402,1.0,1.0,1.0
20,What did Griffith's tool help increase?,transparency,transparency,1.0,1.0,1.0,1.0,1.0
21,Where do samurais' teachings live on?,everyday life and in modern Japanese martial arts,a hundred,1.0,0.08542922139167786,1.0,1.0,1.0
22,How many years does the term of a Richmond city council representative last?,four,four,1.0,0.9999999403953552,1.0,1.0,1.0
23,When did an investigation occur under school casualties?,December 2008,December 2008,1.0,1.0,1.0,1.0,1.0
24,How did Liang Ji die?,forced to commit suicide,jumping into the Yellow River,1.0,0.1585981696844101,1.0,1.0,1.0
25,Who supported the reaction against the government?,Durango,Gorbachev,0.0,0.27442678809165955,0.0,0.0,0.0
26,Jochi's death occurred in what year?,1226,1227,1.0,0.8892868161201477,1.0,1.0,1.0
27,What influences role of minority leader?,personality and contextual factors,personality and contextual factors,1.0,1.0,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.",sparsely populated,1.0,0.160796657204628,1.0,1.0,1.0
29,What genre was 'LA 2017'?,futuristic science fiction,glam metal,0.0,0.206457257270813,0.0,0.0,0.0
30,Who had issues with JFK's proposal?,NAACP,American public,0.0,0.29663193225860596,0.0,0.0,0.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,to recover their aircraft,1.0,0.3247508704662323,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,"Utrecht, dating back to the Stone Age (app. 2200 BCE) and settling in the Bronze Age (app. 1800–800 BCE), the founding date of the city is usually related to the construction of a Roman fortification (castellum), probably built in around 50 CE. A series of such fortresses was built after the Roman emperor Claudius decided the empire should not expand north",0.0,-0.022241460159420967,0.0,0.0,0.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,archaea,0.0,0.2160634845495224,0.0,0.0,0.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,African men,1.0,0.5130178928375244,1.0,1.0,1.0
35,What did the Guardian name her?,Artist of the Decade,Alexandrina Victoria,0.0,0.1836983859539032,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,motorways and main roads,1.0,0.8184265494346619,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,"Antarctica was by the American sealer John Davis, apparently at Hughes Bay, near Cape Charles, in West Antarctica on 7 February 1821, although some historians dispute this claim. The first recorded and confirmed landing was at Cape Adair in 1895.
Since the 1970s, an important focus of study has been the ozone layer in the atmosphere above Antarctica",0.0,0.2705155909061432,0.0,0.0,0.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,French alone is the official language of the Republic,1.0,0.9126567840576172,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,International Cinema,1.0,1.0000001192092896,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies",population mapping studies,1.0,0.20392107963562012,1.0,1.0,1.0
41,When did the first free election take place?,1492,28 January 2012,0.0,0.3828832507133484,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,sociology,0.0,0.24033565819263458,0.0,0.0,0.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,wintered over,1.0,0.12482216209173203,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,Rossiyskaya Gazeta,1.0,1.0,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,The UK 1942 Design Light Fleet Carrier,0.0,0.09703584015369415,0.0,0.0,0.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,a mixture of metals or a mixture of a metal and another element,1.0,1.0,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,The Central Ganges Plain,0.0,0.09542219340801239,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,London Heathrow Airport,0.0,0.4757714569568634,0.0,0.0,0.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,the state is a net beneficiary,1.0,0.5076737403869629,1.0,1.0,1.0
