questions,true_answers,predicted_answers,retrieved_docs,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
What were the earliest priesthoods? ,flamines,flamines,"[Document(id=ac8e9c286327aea24d00bceb002b08ad3fbc3007673c77da9b48b6b6b91aa76f, content: ' Some rites of the domus (household) were held in public places but were legally defined as privata ...', meta: {'name': 'Religion_in_ancient_Rome', 'source_id': '5539950aa68a34aaa32ce17890e29473510376f98e0ff668c55f32354d881f90', 'page_number': 1}, score: 0.5865511627398434)]",1.0,1.0,1.0,1.0,1.0
When was a third visit to Mnafeld scheduled? ,early 1546,2010s,"[Document(id=6cc80ac4bfb8c070a3cad221dd87e4b7fa2117e16d83462bf23ff87410cae387, content: ' Most were eventually rebuilt, using castings of the original façades to retain the architectural st...', meta: {'name': 'San_Diego', 'source_id': '04aa1c0a61a5a047684cd62ea4175007928dadda83d273a78287bcdbb722ed63', 'page_number': 1}, score: 0.3697025378541572)]",0.0,0.09833155572414398,0.0,0.0,0.0
What was the name of the airfield where heavy raids took place?,Farnborough,Coventry,"[Document(id=d8fd97e153fa909813de22390c7c4607821a5041d6350b606b4f95c6304faa9d, content: ' ""Pathfinders"" from 12 Kampfgruppe 100 (Bomb Group 100 or KGr 100) led 437 bombers from KG 1, KG 3, ...', meta: {'name': 'The_Blitz', 'source_id': 'fea4ab1f340714cf83574f4d286ac91905b5e48ca1b66018f16a22a73ba1bcbf', 'page_number': 1}, score: 0.5517882669038934)]",1.0,0.4347962737083435,1.0,1.0,1.0
The Modern English ending -'s is derived from what ending in Old English?,-es,n,"[Document(id=e8db61efa2c902ccb7106c7f85b976fcd3c5e267fd62cf6003d23ef9f3a8b528, content: ' Macrons over vowels were originally used not to mark long vowels (as in modern editions), but to in...', meta: {'name': 'Old_English', 'source_id': '499102fb98655495aa1290f40a7501a80d34498ace9fe691454bd3cbff83f7cd', 'page_number': 1}, score: 0.5244903194235846)]",1.0,0.3367372155189514,1.0,1.0,1.0
In what area is it common for spiritual mentorship to be extremely high?,the West,Hinduism,"[Document(id=c1b15c9f6474425049e145f56eea6b22790074204f55cd26eb005fca608f63a8, content: ' This guidance is generally offered during a ceremony called the patriarchal blessing.
In Hinduism t...', meta: {'name': 'Teacher', 'source_id': '8d3b7bd3176a10380300a49fa713b8fffa5e77a181df51ea823d2bdeb46d4c7b', 'page_number': 1}, score: 0.47522311411982915)]",1.0,0.20152544975280762,1.0,1.0,1.0
Who is the only Greek volleyball club to win European titles?,Olympiacos,"Olympiacos, Panathinaikos, AEK Athens and PAOK.
The Greek national basketball team has a decades-long tradition of excellence in the sport, being considered among the world's top basketball powers. As of 2012, it ranked 4th in the world and 2nd in Europe. They have won the European Championship twice in 1987 and 2005, and have reached the final four in two of the last four FIBA World Championships, taking the second place in the world in 2006 FIBA World Championship, after a spectacular 101–95 win against Team USA in the tournament's semifinal. The domestic top basketball league, A1 Ethniki, is composed of fourteen teams. The most successful Greek teams are Olympiacos, Panathinaikos, Aris Thessaloniki","[Document(id=4b9cc1d29ed0f9a4cb783c7febb93802073dee536efd60ee53a2c3e5bec9cccf, content: ' Their best ever performance was in the 1896 Summer Olympics, when Greece finished second in the med...', meta: {'name': 'Greece', 'source_id': '13d8bb8decd2812a2721cd8f6ecffbf13e7a3bc07776ab008e28497e15162217', 'page_number': 1}, score: 0.6432507807845881)]",1.0,0.4490772783756256,1.0,1.0,1.0
How many judges were on the panel for this season?,four,three,"[Document(id=17489faf6fb39343de67cc2bfe448e959559775109bb646aa0e4d02b716ddf77, content: ' Jennifer Lopez and Steven Tyler joined the judging panel in season ten, but both left after two sea...', meta: {'name': 'American_Idol', 'source_id': '0ab0bf3d7b34caba79d26524c23f7e26f93bc7c5b29888839e9a63b4e42fa52b', 'page_number': 1}, score: 0.6295865021297492)]",1.0,0.8232484459877014,1.0,1.0,1.0
"Along with a chemical process, what type of process is used by night vision devices to convert infrared into visible light?",electrical,electrical,"[Document(id=1c8a379dc092fa8d374927640e6d16f46286416581451c66a1da80fef1412acc, content: ' Infrared can also be used to detect protostars before they begin to emit visible light. Stars emit ...', meta: {'name': 'Infrared', 'source_id': 'ba9d9843065facd8aa75e472f0c7d760ae3d78712335a49f7abaf499acb21d1c', 'page_number': 1}, score: 0.7197352146596256)]",1.0,1.0000001192092896,1.0,1.0,1.0
The second most prominent religion in New York is what?,Judaism,Judaism,"[Document(id=1eed45d4c946ec058384afdd313db9b847d2b384629f1872466e03c7bc13a2e5, content: '
Christianity (59%), particularly Catholicism (33%), was the most prevalently practiced religion in ...', meta: {'name': 'New_York_City', 'source_id': '8a1509d057a51ed7a68b42ff87df5d459ac7f15f3d0f4f1685859ba197f9686d', 'page_number': 1}, score: 0.6574727180609481)]",1.0,1.0,1.0,1.0,1.0
The Free Hanseatic City of Bremen includes which cities?,Bremen and Bremerhaven,two urban districts,"[Document(id=b99c33e3f1152b05cb402034099d36d6b8fc3942c6deb97d0de9d7f47d56c738, content: ' The equivalent of the Minister-President is the Senatspräsident (President of the Senate) in Bremen...', meta: {'name': 'States_of_Germany', 'source_id': '60764e89141121f734e956aeeb48fcbe12c7e4fdec683c4f9fa29406a3f0579e', 'page_number': 1}, score: 0.5932038256321518)]",1.0,0.23566487431526184,1.0,1.0,1.0
